,Data,Localauthority_Code,Localauthority_ItemName_ENG,Localauthority_SortOrder,Localauthority_Hierarchy,Localauthority_AltCode1,Measure_Code,Measure_ItemName_ENG,Measure_SortOrder,Measure_Hierarchy,Measure_ItemNotes_ENG,Year_Code,Year_ItemName_ENG,Year_SortOrder,RowKey,PartitionKey
513,124180.0,W06000006,Wrexham,406,W92000004,W06000006,Pop,Population,2,Dens,Mid-year estimates of the population,1991,Mid-year 1991,991,0000000000000513,
514,264.592906,W06000006,Wrexham,406,W92000004,W06000006,Dens,Population density,1,,Persons per square kilometre,2009,Mid-year 2009,1009,0000000000000514,
515,253.393437,W06000006,Wrexham,406,W92000004,W06000006,Dens,Population density,1,,Persons per square kilometre,2000,Mid-year 2000,1000,0000000000000515,
516,136126.0,W06000006,Wrexham,406,W92000004,W06000006,Pop,Population,2,Dens,Mid-year estimates of the population,2018,Mid-year 2018,1018,0000000000000516,
517,126178.0,W06000006,Wrexham,406,W92000004,W06000006,Pop,Population,2,Dens,Mid-year estimates of the population,1998,Mid-year 1998,998,0000000000000517,
518,270.21249,W06000006,Wrexham,406,W92000004,W06000006,Dens,Population density,1,,Persons per square kilometre,2018,Mid-year 2018,1018,0000000000000518,
519,503.7739,W06000006,Wrexham,406,W92000004,W06000006,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2003,Mid-year 2003,1003,0000000000000519,
520,255.263323,W06000006,Wrexham,406,W92000004,W06000006,Dens,Population density,1,,Persons per square kilometre,2002,Mid-year 2002,1002,0000000000000520,
521,248.718721,W06000006,Wrexham,406,W92000004,W06000006,Dens,Population density,1,,Persons per square kilometre,1994,Mid-year 1994,994,0000000000000521,
522,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2017,Mid-year 2017,1017,0000000000000522,
523,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2003,Mid-year 2003,1003,0000000000000523,
524,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1994,Mid-year 1994,994,0000000000000524,
525,24.764164,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2003,Mid-year 2003,1003,0000000000000525,
526,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2009,Mid-year 2009,1009,0000000000000526,
527,23.926242,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,1996,Mid-year 1996,996,0000000000000527,
528,25.689719,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2009,Mid-year 2009,1009,0000000000000528,
529,25.57873,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2017,Mid-year 2017,1017,0000000000000529,
530,132515.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2017,Mid-year 2017,1017,0000000000000530,
531,123954.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,1996,Mid-year 1996,996,0000000000000531,
532,133090.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2009,Mid-year 2009,1009,0000000000000532,
533,126398.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2001,Mid-year 2001,1001,0000000000000533,
534,130210.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2005,Mid-year 2005,1005,0000000000000534,
535,132337.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2016,Mid-year 2016,1016,0000000000000535,
536,25.646289,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2008,Mid-year 2008,1008,0000000000000536,
537,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2008,Mid-year 2008,1008,0000000000000537,
538,132865.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2008,Mid-year 2008,1008,0000000000000538,
539,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2010,Mid-year 2010,1010,0000000000000539,
540,25.648798,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2010,Mid-year 2010,1010,0000000000000540,
541,132878.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2010,Mid-year 2010,1010,0000000000000541,
542,25.544372,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2016,Mid-year 2016,1016,0000000000000542,
543,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2016,Mid-year 2016,1016,0000000000000543,
544,24.542185,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2002,Mid-year 2002,1002,0000000000000544,
545,127145.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2002,Mid-year 2002,1002,0000000000000545,
546,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1998,Mid-year 1998,998,0000000000000546,
547,128295.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2003,Mid-year 2003,1003,0000000000000547,
548,125438.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,1998,Mid-year 1998,998,0000000000000548,
549,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1996,Mid-year 1996,996,0000000000000549,
550,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1991,Mid-year 1991,991,0000000000000550,
551,23.105692,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,1991,Mid-year 1991,991,0000000000000551,
552,119703.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,1991,Mid-year 1991,991,0000000000000552,
553,24.212691,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,1998,Mid-year 1998,998,0000000000000553,
554,132447.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2018,Mid-year 2018,1018,0000000000000554,
555,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2002,Mid-year 2002,1002,0000000000000555,
556,121072.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,1993,Mid-year 1993,993,0000000000000556,
557,23.369943,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,1993,Mid-year 1993,993,0000000000000557,
558,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1993,Mid-year 1993,993,0000000000000558,
559,25.565604,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2018,Mid-year 2018,1018,0000000000000559,
560,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2018,Mid-year 2018,1018,0000000000000560,
561,25.675243,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2012,Mid-year 2012,1012,0000000000000561,
562,25.563288,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2019,Mid-year 2019,1019,0000000000000562,
563,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2001,Mid-year 2001,1001,0000000000000563,
564,132786.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2013,Mid-year 2013,1013,0000000000000564,
565,132730.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2015,Mid-year 2015,1015,0000000000000565,
566,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2015,Mid-year 2015,1015,0000000000000566,
567,25.62023,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2015,Mid-year 2015,1015,0000000000000567,
568,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2019,Mid-year 2019,1019,0000000000000568,
569,132435.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2019,Mid-year 2019,1019,0000000000000569,
570,25.63104,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2013,Mid-year 2013,1013,0000000000000570,
571,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2006,Mid-year 2006,1006,0000000000000571,
572,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2012,Mid-year 2012,1012,0000000000000572,
573,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2013,Mid-year 2013,1013,0000000000000573,
574,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1997,Mid-year 1997,997,0000000000000574,
575,24.397995,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2001,Mid-year 2001,1001,0000000000000575,
576,133015.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2012,Mid-year 2012,1012,0000000000000576,
577,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2007,Mid-year 2007,1007,0000000000000577,
578,25.475848,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2007,Mid-year 2007,1007,0000000000000578,
579,131982.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2007,Mid-year 2007,1007,0000000000000579,
580,24.347036,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2000,Mid-year 2000,1000,0000000000000580,
581,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2005,Mid-year 2005,1005,0000000000000581,
582,124604.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,1997,Mid-year 1997,997,0000000000000582,
583,129568.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2004,Mid-year 2004,1004,0000000000000583,
584,131037.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2006,Mid-year 2006,1006,0000000000000584,
585,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2004,Mid-year 2004,1004,0000000000000585,
586,25.009885,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2004,Mid-year 2004,1004,0000000000000586,
587,24.250138,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,1999,Mid-year 1999,999,0000000000000587,
588,121400.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,1994,Mid-year 1994,994,0000000000000588,
589,25.133807,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2005,Mid-year 2005,1005,0000000000000589,
590,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2011,Mid-year 2011,1011,0000000000000590,
591,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1992,Mid-year 1992,992,0000000000000591,
592,25.686052,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2011,Mid-year 2011,1011,0000000000000592,
593,133071.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2011,Mid-year 2011,1011,0000000000000593,
594,24.051708,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,1997,Mid-year 1997,997,0000000000000594,
595,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2014,Mid-year 2014,1014,0000000000000595,
596,132777.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2014,Mid-year 2014,1014,0000000000000596,
597,25.293439,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2006,Mid-year 2006,1006,0000000000000597,
598,23.234053,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,1992,Mid-year 1992,992,0000000000000598,
599,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1995,Mid-year 1995,995,0000000000000599,
600,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1999,Mid-year 1999,999,0000000000000600,
601,23.518765,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,1995,Mid-year 1995,995,0000000000000601,
602,121843.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,1995,Mid-year 1995,995,0000000000000602,
603,23.433255,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,1994,Mid-year 1994,994,0000000000000603,
604,125632.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,1999,Mid-year 1999,999,0000000000000604,
605,126134.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,2000,Mid-year 2000,1000,0000000000000605,
606,5180.6716,W06000023,Powys,407,W92000004,W06000023,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2000,Mid-year 2000,1000,0000000000000606,
607,120368.0,W06000023,Powys,407,W92000004,W06000023,Pop,Population,2,Dens,Mid-year estimates of the population,1992,Mid-year 1992,992,0000000000000607,
608,25.629303,W06000023,Powys,407,W92000004,W06000023,Dens,Population density,1,,Persons per square kilometre,2014,Mid-year 2014,1014,0000000000000608,
609,72695.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2019,Mid-year 2019,1019,0000000000000609,
610,42.284826,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2002,Mid-year 2002,1002,0000000000000610,
611,40.713846,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2019,Mid-year 2019,1019,0000000000000611,
612,72518.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,1998,Mid-year 1998,998,0000000000000612,
613,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1991,Mid-year 1991,991,0000000000000613,
614,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2004,Mid-year 2004,1004,0000000000000614,
615,75500.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2002,Mid-year 2002,1002,0000000000000615,
616,42.438843,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2004,Mid-year 2004,1004,0000000000000616,
617,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2014,Mid-year 2014,1014,0000000000000617,
618,75581.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2003,Mid-year 2003,1003,0000000000000618,
619,42.079282,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2014,Mid-year 2014,1014,0000000000000619,
620,75133.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2014,Mid-year 2014,1014,0000000000000620,
621,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2019,Mid-year 2019,1019,0000000000000621,
622,42.446684,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2013,Mid-year 2013,1013,0000000000000622,
623,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2005,Mid-year 2005,1005,0000000000000623,
624,42.276425,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2005,Mid-year 2005,1005,0000000000000624,
625,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2017,Mid-year 2017,1017,0000000000000625,
626,40.927231,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2017,Mid-year 2017,1017,0000000000000626,
627,67536.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,1992,Mid-year 1992,992,0000000000000627,
628,73076.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2017,Mid-year 2017,1017,0000000000000628,
629,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1996,Mid-year 1996,996,0000000000000629,
630,75485.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2005,Mid-year 2005,1005,0000000000000630,
631,41.97231,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2000,Mid-year 2000,1000,0000000000000631,
632,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1992,Mid-year 1992,992,0000000000000632,
633,37.824477,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,1992,Mid-year 1992,992,0000000000000633,
634,75342.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2006,Mid-year 2006,1006,0000000000000634,
635,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2013,Mid-year 2013,1013,0000000000000635,
636,36.926694,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,1991,Mid-year 1991,991,0000000000000636,
637,75789.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2013,Mid-year 2013,1013,0000000000000637,
638,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2009,Mid-year 2009,1009,0000000000000638,
639,41.804291,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2009,Mid-year 2009,1009,0000000000000639,
640,74642.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2009,Mid-year 2009,1009,0000000000000640,
641,40.614715,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,1998,Mid-year 1998,998,0000000000000641,
642,42.196335,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2006,Mid-year 2006,1006,0000000000000642,
643,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2006,Mid-year 2006,1006,0000000000000643,
644,42.23834,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2001,Mid-year 2001,1001,0000000000000644,
645,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2001,Mid-year 2001,1001,0000000000000645,
646,65933.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,1991,Mid-year 1991,991,0000000000000646,
647,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2000,Mid-year 2000,1000,0000000000000647,
648,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2002,Mid-year 2002,1002,0000000000000648,
649,74942.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2000,Mid-year 2000,1000,0000000000000649,
650,39.545553,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,1996,Mid-year 1996,996,0000000000000650,
651,39.662606,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,1995,Mid-year 1995,995,0000000000000651,
652,74211.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2015,Mid-year 2015,1015,0000000000000652,
653,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1995,Mid-year 1995,995,0000000000000653,
654,70609.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,1996,Mid-year 1996,996,0000000000000654,
655,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1997,Mid-year 1997,997,0000000000000655,
656,42.187374,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2007,Mid-year 2007,1007,0000000000000656,
657,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1999,Mid-year 1999,999,0000000000000657,
658,41.470493,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,1999,Mid-year 1999,999,0000000000000658,
659,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2007,Mid-year 2007,1007,0000000000000659,
660,72992.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2018,Mid-year 2018,1018,0000000000000660,
661,42.330191,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2003,Mid-year 2003,1003,0000000000000661,
662,75293.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,2011,Mid-year 2011,1011,0000000000000662,
663,74046.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,1999,Mid-year 1999,999,0000000000000663,
664,40.880185,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,2018,Mid-year 2018,1018,0000000000000664,
665,40.21651,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,1997,Mid-year 1997,997,0000000000000665,
666,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),2018,Mid-year 2018,1018,0000000000000666,
667,68854.0,W06000008,Ceredigion,408,W92000004,W06000008,Pop,Population,2,Dens,Mid-year estimates of the population,1993,Mid-year 1993,993,0000000000000667,
668,38.562641,W06000008,Ceredigion,408,W92000004,W06000008,Dens,Population density,1,,Persons per square kilometre,1993,Mid-year 1993,993,0000000000000668,
669,1785.5105,W06000008,Ceredigion,408,W92000004,W06000008,Area,Land area,3,Dens,Latest standard area measurements for the area at mean high water mark in square kilometres (excluding areas of inland water as recommended by the Office for National Statistics),1993,Mid-year 1993,993,0000000000000669,
